trip_id,timestamp,date,hour,day_of_week,is_weekend,is_peak_hour,zone,zone_tier,vehicle_type,weather,distance_km,duration_min,demand_score,surge_multiplier,base_fare_usd,final_fare_usd,operating_cost_usd,driver_earnings_usd,driver_net_usd,platform_commission,passenger_rating
T03700,2024-01-30T15:27:22Z,2024-01-30,20,Tue,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,13.13,53.3,43.1,1.65,22.32,36.82,3.68,33.14,25.78,7.36,3.9
T03701,2024-01-05T04:06:24Z,2024-01-05,9,Fri,FALSE,TRUE,Midtown,2,EV,Rainy,6.22,22.3,43.5,1.9,11.19,21.27,0.75,20.52,16.27,4.25,4
T03702,2024-01-26T07:33:01Z,2024-01-26,13,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,6.92,24.5,44.3,1.8,11.76,21.16,1.94,19.22,14.99,4.23,4.3
T03703,2024-01-18T18:18:33Z,2024-01-18,23,Thu,FALSE,FALSE,Downtown,1,EV,Clear,3.64,9.3,32,1.5,6.55,9.83,0.44,9.39,7.42,1.97,4
T03704,2024-01-25T20:38:44Z,2024-01-25,2,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,7.65,21.6,36.6,1.53,13.01,19.91,2.14,17.77,13.79,3.98,5
T03705,2024-01-19T15:00:50Z,2024-01-19,20,Fri,FALSE,TRUE,Downtown,1,EV,Clear,6.1,20.6,69.6,2.45,10.98,26.9,0.73,26.17,20.79,5.38,4.7
T03706,2024-01-14T09:28:37Z,2024-01-14,14,Sun,TRUE,FALSE,Midtown,2,Non-EV,Clear,5.54,25.7,24.5,1.5,9.42,14.13,1.55,12.58,9.75,2.83,4.6
T03707,2024-01-24T21:18:55Z,2024-01-24,2,Thu,FALSE,FALSE,Midtown,2,Non-EV,Rainy,6.64,22.5,40.7,1.83,11.3,20.67,1.86,18.81,14.68,4.13,4.6
T03708,2024-01-04T09:56:51Z,2024-01-04,15,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Foggy,9.55,32.7,0,1.13,16.23,18.34,2.67,15.67,12,3.67,4.5
T03709,2024-01-29T16:43:47Z,2024-01-29,22,Mon,FALSE,FALSE,Downtown,1,Non-EV,Clear,8.41,23.3,43,1.8,14.29,25.73,2.35,23.38,18.23,5.15,4
T03710,2024-01-16T20:58:37Z,2024-01-16,2,Wed,FALSE,FALSE,Downtown,1,Non-EV,Foggy,5.16,24.6,35.6,1.67,8.77,14.65,1.45,13.2,10.27,2.93,4.7
T03711,2024-01-28T08:55:04Z,2024-01-28,14,Sun,TRUE,FALSE,Downtown,1,Non-EV,Foggy,3.52,10.3,57.9,2.04,5.99,12.22,0.99,11.23,8.79,2.44,3.9
T03712,2024-01-17T00:12:36Z,2024-01-17,5,Wed,FALSE,FALSE,Downtown,1,EV,Stormy,1,4,59.7,2.02,1.8,3.64,0.12,3.52,2.79,0.73,5
T03713,2024-01-03T22:27:49Z,2024-01-03,3,Thu,FALSE,FALSE,Midtown,2,Non-EV,Clear,2.07,7.7,30.5,1.59,3.52,5.6,0.58,5.02,3.9,1.12,3.7
T03714,2024-01-17T12:31:27Z,2024-01-17,18,Wed,FALSE,TRUE,Suburb_South,3,EV,Rainy,8.47,32.9,62.4,2.16,15.25,32.94,1.02,31.92,25.33,6.59,4.8
T03715,2024-01-30T02:05:05Z,2024-01-30,7,Tue,FALSE,TRUE,Airport,1,EV,Clear,17.11,58.2,74.9,2.46,30.79,75.74,2.05,73.69,58.54,15.15,4.7
T03716,2024-01-15T14:47:01Z,2024-01-15,20,Mon,FALSE,TRUE,Midtown,2,EV,Rainy,6.43,23.1,64.9,2.19,11.57,25.33,0.77,24.56,19.49,5.07,5
T03717,2024-01-17T10:22:37Z,2024-01-17,15,Wed,FALSE,FALSE,Suburb_South,3,EV,Rainy,8.33,25,8.7,1.26,15,18.9,1,17.9,14.12,3.78,3.8
T03718,2024-01-28T08:38:05Z,2024-01-28,14,Sun,TRUE,FALSE,Downtown,1,Non-EV,Stormy,8.07,33.6,38,1.82,13.71,24.96,2.26,22.7,17.71,4.99,4.2
T03719,2024-01-11T06:08:25Z,2024-01-11,11,Thu,FALSE,FALSE,Suburb_South,3,EV,Clear,4.98,23.6,21.8,1.46,8.96,13.08,0.6,12.48,9.86,2.62,4.7
T03720,2024-01-29T02:22:44Z,2024-01-29,7,Mon,FALSE,TRUE,Midtown,2,Non-EV,Clear,4.19,21.6,44.5,1.8,7.12,12.82,1.17,11.65,9.09,2.56,5
T03721,2024-01-29T19:38:15Z,2024-01-29,1,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,6.74,18.7,20.9,1.57,11.45,17.98,1.89,16.09,12.49,3.6,4.9
T03722,2024-01-26T00:40:56Z,2024-01-26,6,Fri,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.56,22.8,7.1,1.03,14.55,14.99,2.4,12.59,9.59,3,4.6
T03723,2024-01-20T18:00:34Z,2024-01-20,23,Sat,TRUE,FALSE,Midtown,2,Non-EV,Clear,5.1,16.5,36.6,1.54,8.67,13.36,1.43,11.93,9.26,2.67,4.1
T03724,2024-01-07T16:50:18Z,2024-01-07,22,Sun,TRUE,FALSE,Suburb_South,3,EV,Foggy,8.37,28,31,1.71,15.06,25.75,1,24.75,19.6,5.15,4.5
T03725,2024-01-29T12:26:37Z,2024-01-29,17,Mon,FALSE,TRUE,Airport,1,EV,Clear,20.73,73.7,61,2.31,37.31,86.18,2.49,83.69,66.45,17.24,4.4
T03726,2024-01-17T07:25:09Z,2024-01-17,12,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,21.25,69,38.5,1.67,36.13,60.33,5.95,54.38,42.31,12.07,4.3
T03727,2024-01-15T06:00:07Z,2024-01-15,11,Mon,FALSE,FALSE,Downtown,1,Non-EV,Clear,5.86,27.5,42.9,1.93,9.97,19.24,1.64,17.6,13.75,3.85,3.8
T03728,2024-01-28T16:02:29Z,2024-01-28,21,Sun,TRUE,FALSE,Downtown,1,EV,Clear,5.69,18.2,56.2,2.1,10.25,21.52,0.68,20.84,16.54,4.3,5
T03729,2024-01-07T17:48:05Z,2024-01-07,23,Sun,TRUE,FALSE,Downtown,1,Non-EV,Stormy,6.97,21.2,56,2.19,11.85,25.95,1.95,24,18.81,5.19,4.1
T03730,2024-01-23T01:04:15Z,2024-01-23,6,Tue,FALSE,FALSE,Airport,1,Non-EV,Clear,12.26,35.1,46,1.99,20.84,41.46,3.43,38.03,29.74,8.29,4.5
T03731,2024-01-01T12:14:56Z,2024-01-01,17,Mon,FALSE,TRUE,Suburb_South,3,EV,Rainy,8.95,31.8,53.2,2.18,16.11,35.11,1.07,34.04,27.02,7.02,4.2
T03732,2024-01-08T02:42:13Z,2024-01-08,8,Mon,FALSE,TRUE,Airport,1,Non-EV,Clear,16.59,60.6,48.6,1.96,28.2,55.28,4.65,50.63,39.57,11.06,4.2
T03733,2024-01-26T20:58:19Z,2024-01-26,2,Sat,TRUE,FALSE,Midtown,2,Non-EV,Rainy,7.69,30.6,24.1,1.48,13.07,19.34,2.15,17.19,13.32,3.87,3.9
T03734,2024-01-12T04:56:51Z,2024-01-12,10,Fri,FALSE,FALSE,Suburb_North,3,EV,Clear,6.54,17.5,4.3,1.06,11.78,12.48,0.79,11.69,9.19,2.5,4.6
T03735,2024-01-06T09:19:05Z,2024-01-06,14,Sat,TRUE,FALSE,Suburb_North,3,EV,Clear,5.7,16.7,22,1.44,10.26,14.78,0.68,14.1,11.14,2.96,4.5
T03736,2024-01-05T10:49:00Z,2024-01-05,16,Fri,FALSE,FALSE,Suburb_South,3,Non-EV,Stormy,14.06,46.9,38.6,1.7,23.9,40.63,3.94,36.69,28.56,8.13,4.2
T03737,2024-01-25T00:25:07Z,2024-01-25,5,Thu,FALSE,FALSE,Midtown,2,Non-EV,Clear,5.39,17.6,13.9,1.38,9.17,12.65,1.51,11.14,8.61,2.53,4.3
T03738,2024-01-25T02:24:50Z,2024-01-25,7,Thu,FALSE,TRUE,Midtown,2,Non-EV,Clear,6.87,32.8,45.7,1.96,11.68,22.89,1.92,20.97,16.39,4.58,4.5
T03739,2024-01-17T04:51:20Z,2024-01-17,10,Wed,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.61,9.5,33.3,1.48,7.83,11.59,1.29,10.3,7.98,2.32,4.2
T03740,2024-01-09T13:52:49Z,2024-01-09,19,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,14.87,48.7,62.5,2.4,25.27,60.66,4.16,56.5,44.37,12.13,3.9
T03741,2024-01-21T05:19:04Z,2024-01-21,10,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,5.23,5,43.6,1.81,8.9,16.11,1.47,14.64,11.42,3.22,4.4
T03742,2024-01-26T01:53:43Z,2024-01-26,7,Fri,FALSE,TRUE,Airport,1,Non-EV,Foggy,20.12,67.8,67.9,2.34,34.2,80.02,5.63,74.39,58.39,16,4.9
T03743,2024-01-27T16:35:50Z,2024-01-27,22,Sat,TRUE,FALSE,Suburb_North,3,Non-EV,Clear,9.58,28.4,15.9,1.11,16.28,18.07,2.68,15.39,11.78,3.61,4.8
T03744,2024-01-28T06:00:11Z,2024-01-28,11,Sun,TRUE,FALSE,Suburb_South,3,Non-EV,Stormy,6.18,20.5,22.1,1.45,10.51,15.23,1.73,13.5,10.45,3.05,4.8
T03745,2024-01-10T04:22:57Z,2024-01-10,9,Wed,FALSE,TRUE,Midtown,2,EV,Rainy,8.35,35.1,60.9,2.11,15.04,31.73,1,30.73,24.38,6.35,4.6
T03746,2024-01-25T14:08:51Z,2024-01-25,19,Thu,FALSE,TRUE,Midtown,2,EV,Foggy,10.19,31.9,58.2,2.19,18.34,40.16,1.22,38.94,30.91,8.03,4.3
T03747,2024-01-10T10:29:22Z,2024-01-10,15,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,11.21,31.9,8.3,1.23,19.06,23.45,3.14,20.31,15.62,4.69,5
T03748,2024-01-11T02:02:20Z,2024-01-11,7,Thu,FALSE,TRUE,Midtown,2,EV,Clear,5.29,24.7,50.9,1.98,9.52,18.86,0.63,18.23,14.46,3.77,4.1
T03749,2024-01-13T00:31:16Z,2024-01-13,6,Sat,TRUE,FALSE,Suburb_South,3,Non-EV,Rainy,8.95,31.7,37.6,1.66,15.22,25.27,2.51,22.76,17.71,5.05,4.5
T03750,2024-01-04T23:01:43Z,2024-01-04,4,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.65,12.5,38.9,1.97,4.5,8.87,0.74,8.13,6.36,1.77,5
T03751,2024-01-26T10:27:56Z,2024-01-26,15,Fri,FALSE,FALSE,Suburb_North,3,EV,Rainy,13.11,44.7,20.1,1.47,23.6,34.7,1.57,33.13,26.19,6.94,3.7
T03752,2024-01-07T06:25:12Z,2024-01-07,11,Sun,TRUE,FALSE,Airport,1,Non-EV,Clear,19.84,66.4,43.6,1.78,33.73,60.04,5.56,54.48,42.47,12.01,3.8
T03753,2024-01-10T07:04:41Z,2024-01-10,12,Wed,FALSE,FALSE,Downtown,1,EV,Stormy,4.96,18.6,59.9,2.16,8.93,19.29,0.6,18.69,14.83,3.86,4.4
T03754,2024-01-17T00:18:23Z,2024-01-17,5,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,6.84,17.6,9.6,1.13,11.62,13.13,1.91,11.22,8.59,2.63,4.3
T03755,2024-01-13T16:20:39Z,2024-01-13,21,Sat,TRUE,FALSE,Downtown,1,Non-EV,Rainy,4.46,15.8,69.5,2.29,7.58,17.36,1.25,16.11,12.64,3.47,4.6
T03756,2024-01-11T17:13:48Z,2024-01-11,22,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.47,37.3,0,1,14.4,14.4,2.37,12.03,9.15,2.88,4.5
T03757,2024-01-24T09:11:46Z,2024-01-24,14,Wed,FALSE,FALSE,Downtown,1,EV,Foggy,5.29,20.7,43,1.86,9.52,17.7,0.63,17.07,13.53,3.54,4.1
T03758,2024-01-26T20:36:06Z,2024-01-26,2,Sat,TRUE,FALSE,Suburb_South,3,EV,Rainy,7.63,25.8,21.2,1.53,13.74,21.02,0.92,20.1,15.9,4.2,4.4
T03759,2024-01-24T05:29:35Z,2024-01-24,10,Wed,FALSE,FALSE,Suburb_South,3,EV,Rainy,11.49,37.3,27.3,1.8,20.69,37.24,1.38,35.86,28.41,7.45,4.2
T03760,2024-01-15T22:46:14Z,2024-01-15,4,Tue,FALSE,FALSE,Downtown,1,Non-EV,Foggy,1,5.5,38,1.76,1.7,2.99,0.28,2.71,2.11,0.6,4
T03761,2024-01-24T09:17:46Z,2024-01-24,14,Wed,FALSE,FALSE,Suburb_North,3,EV,Clear,10.87,41.5,19.7,1.34,19.57,26.22,1.3,24.92,19.68,5.24,3.7
T03762,2024-01-01T05:40:19Z,2024-01-01,11,Mon,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,13.1,45.3,10.7,1.18,22.27,26.28,3.67,22.61,17.35,5.26,4
T03763,2024-01-16T08:35:01Z,2024-01-16,14,Tue,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,7.37,21.6,10.3,1.43,12.52,17.91,2.06,15.85,12.27,3.58,4.2
T03764,2024-01-25T02:29:49Z,2024-01-25,7,Thu,FALSE,TRUE,Airport,1,EV,Rainy,17.08,63.5,86.3,2.89,30.74,88.85,2.05,86.8,69.03,17.77,4.6
T03765,2024-01-24T02:02:59Z,2024-01-24,7,Wed,FALSE,TRUE,Downtown,1,EV,Clear,4.72,20.9,42.6,1.78,8.5,15.14,0.57,14.57,11.54,3.03,3.2
T03766,2024-01-29T21:25:02Z,2024-01-29,2,Tue,FALSE,FALSE,Airport,1,Non-EV,Foggy,20.5,61.4,41.3,1.89,34.85,65.87,5.74,60.13,46.96,13.17,4.9
T03767,2024-01-19T03:32:30Z,2024-01-19,9,Fri,FALSE,TRUE,Airport,1,EV,Clear,18.58,68.6,78,2.62,33.44,87.62,2.23,85.39,67.87,17.52,4.6
T03768,2024-01-09T23:34:47Z,2024-01-09,5,Wed,FALSE,FALSE,Downtown,1,Non-EV,Rainy,3.85,11.5,45.3,1.93,6.54,12.62,1.08,11.54,9.02,2.52,4.3
T03769,2024-01-08T16:10:03Z,2024-01-08,21,Mon,FALSE,FALSE,Midtown,2,EV,Foggy,4.54,13.8,19,1.49,8.17,12.17,0.54,11.63,9.2,2.43,4.8
T03770,2024-01-20T01:28:54Z,2024-01-20,6,Sat,TRUE,FALSE,Downtown,1,EV,Rainy,4.21,17,58.6,2.32,7.58,17.59,0.51,17.08,13.56,3.52,4
T03771,2024-01-29T16:52:41Z,2024-01-29,22,Mon,FALSE,FALSE,Suburb_North,3,EV,Clear,9.08,36.2,15.7,1.32,16.34,21.56,1.09,20.47,16.16,4.31,4.4
T03772,2024-01-12T19:01:29Z,2024-01-12,0,Sat,TRUE,FALSE,Suburb_South,3,EV,Rainy,9.09,31.3,26.2,1.45,16.36,23.73,1.09,22.64,17.89,4.75,4.2
T03773,2024-01-01T16:59:09Z,2024-01-01,22,Mon,FALSE,FALSE,Downtown,1,Non-EV,Clear,6.2,19.6,44.6,1.95,10.54,20.54,1.74,18.8,14.69,4.11,3.7
T03774,2024-01-04T13:23:17Z,2024-01-04,18,Thu,FALSE,TRUE,Suburb_North,3,EV,Rainy,11.69,43.7,45,1.93,21.04,40.61,1.4,39.21,31.09,8.12,4.5
T03775,2024-01-24T19:17:09Z,2024-01-24,0,Thu,FALSE,FALSE,Downtown,1,Non-EV,Rainy,2.18,5.9,43.6,1.77,3.71,6.56,0.61,5.95,4.64,1.31,4.4
T03776,2024-01-10T00:56:34Z,2024-01-10,6,Wed,FALSE,FALSE,Downtown,1,EV,Foggy,2.19,6.7,43.4,1.92,3.95,7.58,0.26,7.32,5.8,1.52,4
T03777,2024-01-19T18:45:48Z,2024-01-19,0,Sat,TRUE,FALSE,Downtown,1,EV,Foggy,1,3,52.5,2.15,1.8,3.87,0.12,3.75,2.98,0.77,4.4
T03778,2024-01-13T22:06:34Z,2024-01-13,3,Sun,TRUE,FALSE,Downtown,1,EV,Rainy,4.84,15.4,56,2.17,8.71,18.91,0.58,18.33,14.55,3.78,4.3
T03779,2024-01-16T01:02:30Z,2024-01-16,6,Tue,FALSE,FALSE,Midtown,2,EV,Clear,5.15,13.7,21.4,1.38,9.26,12.78,0.62,12.16,9.6,2.56,3.5
T03780,2024-01-11T05:37:27Z,2024-01-11,11,Thu,FALSE,FALSE,Airport,1,Non-EV,Rainy,19.96,61.6,55.5,2.15,33.94,72.97,5.59,67.38,52.79,14.59,4.7
T03781,2024-01-08T21:14:11Z,2024-01-08,2,Tue,FALSE,FALSE,Midtown,2,Non-EV,Clear,5.57,16.7,21.2,1.31,9.47,12.41,1.56,10.85,8.37,2.48,4.2
T03782,2024-01-19T06:52:37Z,2024-01-19,12,Fri,FALSE,FALSE,Midtown,2,EV,Clear,8.43,28.9,28.1,1.45,15.17,22,1.01,20.99,16.59,4.4,3.9
T03783,2024-01-12T16:30:16Z,2024-01-12,22,Fri,FALSE,FALSE,Airport,1,EV,Rainy,16.91,60.4,74,2.47,30.43,75.16,2.03,73.13,58.1,15.03,4.7
T03784,2024-01-03T07:34:31Z,2024-01-03,13,Wed,FALSE,FALSE,Midtown,2,EV,Clear,3.2,9,17.4,1.39,5.76,8.01,0.38,7.63,6.03,1.6,4.5
T03785,2024-01-29T16:57:02Z,2024-01-29,22,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.99,20.6,12.4,1.25,15.28,19.1,2.52,16.58,12.76,3.82,4.1
T03786,2024-01-25T23:42:47Z,2024-01-25,5,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.09,6.3,37.2,1.8,3.55,6.38,0.58,5.8,4.52,1.28,4
T03787,2024-01-14T14:40:53Z,2024-01-14,20,Sun,TRUE,TRUE,Suburb_North,3,EV,Clear,5.61,21.6,61.6,2.19,10.09,22.1,0.67,21.43,17.01,4.42,4.3
T03788,2024-01-06T03:03:44Z,2024-01-06,8,Sat,TRUE,TRUE,Midtown,2,Non-EV,Rainy,7.53,30.1,54.8,2.21,12.8,28.29,2.11,26.18,20.52,5.66,3.7
T03789,2024-01-11T06:43:20Z,2024-01-11,12,Thu,FALSE,FALSE,Airport,1,Non-EV,Clear,15.1,45.1,49.5,1.99,25.67,51.07,4.23,46.84,36.63,10.21,4.9
T03790,2024-01-13T10:25:09Z,2024-01-13,15,Sat,TRUE,FALSE,Airport,1,EV,Clear,17.18,56.7,56.3,2.04,30.92,63.08,2.06,61.02,48.4,12.62,4.1
T03791,2024-01-06T11:12:32Z,2024-01-06,16,Sat,TRUE,FALSE,Suburb_South,3,EV,Clear,6.47,23.7,24.7,1.72,11.64,20.02,0.78,19.24,15.24,4,5
T03792,2024-01-21T03:37:40Z,2024-01-21,9,Sun,TRUE,TRUE,Airport,1,EV,Foggy,19.92,56.9,78.5,2.84,35.86,101.85,2.39,99.46,79.09,20.37,4.8
T03793,2024-01-10T01:46:08Z,2024-01-10,7,Wed,FALSE,TRUE,Midtown,2,EV,Clear,5.32,21,62.5,2.22,9.57,21.25,0.64,20.61,16.36,4.25,4.1
T03794,2024-01-24T12:32:34Z,2024-01-24,18,Wed,FALSE,TRUE,Airport,1,EV,Stormy,18.04,56.2,73,2.41,32.47,78.25,2.16,76.09,60.44,15.65,4.1
T03795,2024-01-14T18:18:59Z,2024-01-14,23,Sun,TRUE,FALSE,Downtown,1,EV,Foggy,7.35,23.1,61.3,2.24,13.24,29.65,0.88,28.77,22.84,5.93,3.7
T03796,2024-01-02T14:45:30Z,2024-01-02,20,Tue,FALSE,TRUE,Suburb_North,3,EV,Clear,7.37,33.2,38.7,1.82,13.26,24.13,0.88,23.25,18.42,4.83,4.2
T03797,2024-01-03T09:20:19Z,2024-01-03,14,Wed,FALSE,FALSE,Airport,1,Non-EV,Rainy,16.27,50.2,58,2.15,27.66,59.47,4.56,54.91,43.02,11.89,4.7
T03798,2024-01-06T02:10:30Z,2024-01-06,7,Sat,TRUE,TRUE,Downtown,1,EV,Rainy,5.94,22.1,80.9,2.7,10.69,28.86,0.71,28.15,22.38,5.77,5
T03799,2024-01-26T23:21:38Z,2024-01-26,4,Sat,TRUE,FALSE,Midtown,2,Non-EV,Rainy,11.05,36.8,34.1,1.51,18.79,28.38,3.1,25.28,19.6,5.68,3.5
T03800,2024-01-13T05:16:25Z,2024-01-13,10,Sat,TRUE,FALSE,Midtown,2,Non-EV,Rainy,8.82,27.1,36.7,1.76,15,26.4,2.47,23.93,18.65,5.28,4.1
T03801,2024-01-16T22:33:17Z,2024-01-16,4,Wed,FALSE,FALSE,Midtown,2,Non-EV,Clear,8.61,24.1,26.8,1.61,14.64,23.57,2.41,21.16,16.45,4.71,3.9
T03802,2024-01-03T13:46:22Z,2024-01-03,19,Wed,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,7.3,30.2,46.5,1.87,12.41,23.21,2.04,21.17,16.53,4.64,4.3
T03803,2024-01-28T15:03:00Z,2024-01-28,20,Sun,TRUE,TRUE,Airport,1,Non-EV,Rainy,17.77,55.5,79,2.74,30.21,82.77,4.98,77.79,61.24,16.55,4.5
T03804,2024-01-18T05:25:14Z,2024-01-18,10,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,8.64,27.4,7,1,14.69,14.69,2.42,12.27,9.33,2.94,4.3
T03805,2024-01-25T22:35:37Z,2024-01-25,4,Fri,FALSE,FALSE,Downtown,1,EV,Clear,1.79,6,34.4,1.58,3.22,5.09,0.21,4.88,3.86,1.02,3.2
T03806,2024-01-13T00:42:11Z,2024-01-13,6,Sat,TRUE,FALSE,Downtown,1,Non-EV,Clear,2.4,8.1,59.6,2.29,4.08,9.34,0.67,8.67,6.8,1.87,4.8
T03807,2024-01-28T09:53:25Z,2024-01-28,15,Sun,TRUE,FALSE,Suburb_South,3,Non-EV,Stormy,10.34,23.6,11.9,1.31,17.59,23.04,2.9,20.14,15.53,4.61,4.3
T03808,2024-01-30T03:34:54Z,2024-01-30,9,Tue,FALSE,TRUE,Downtown,1,Non-EV,Stormy,4.07,14.4,92.8,2.83,6.91,19.57,1.14,18.43,14.52,3.91,4.4
T03809,2024-01-03T11:52:11Z,2024-01-03,17,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,6.55,23.7,51.3,1.99,11.13,22.16,1.83,20.33,15.9,4.43,3.9
T03810,2024-01-02T13:24:48Z,2024-01-02,18,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,21.12,76,80.3,2.72,35.9,97.64,5.91,91.73,72.2,19.53,4.1
T03811,2024-01-22T08:06:33Z,2024-01-22,13,Mon,FALSE,FALSE,Airport,1,EV,Stormy,16.77,53,51,2.02,30.19,60.99,2.01,58.98,46.78,12.2,3.7
T03812,2024-01-12T15:51:35Z,2024-01-12,21,Fri,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,9.55,23.8,22,1.44,16.24,23.39,2.67,20.72,16.04,4.68,5
T03813,2024-01-11T12:47:41Z,2024-01-11,18,Thu,FALSE,TRUE,Airport,1,Non-EV,Clear,21.69,80.6,79.7,2.52,36.87,92.92,6.07,86.85,68.27,18.58,3.3
T03814,2024-01-03T20:38:46Z,2024-01-03,2,Thu,FALSE,FALSE,Airport,1,EV,Rainy,15.9,48.1,42.1,1.82,28.63,52.1,1.91,50.19,39.77,10.42,3.8
T03815,2024-01-15T05:02:49Z,2024-01-15,10,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,12.19,42,30.9,1.66,20.73,34.41,3.41,31,24.12,6.88,4.8
T03816,2024-01-06T13:06:45Z,2024-01-06,18,Sat,TRUE,TRUE,Airport,1,Non-EV,Clear,18.73,70,63.8,2.38,31.84,75.79,5.24,70.55,55.39,15.16,4.6
T03817,2024-01-09T00:05:15Z,2024-01-09,5,Tue,FALSE,FALSE,Downtown,1,Non-EV,Rainy,4.89,12.9,46,1.82,8.31,15.13,1.37,13.76,10.73,3.03,5
T03818,2024-01-28T17:25:39Z,2024-01-28,22,Sun,TRUE,FALSE,Downtown,1,EV,Clear,6.8,18.2,37.9,1.73,12.24,21.18,0.82,20.36,16.12,4.24,3.8
T03819,2024-01-18T07:48:46Z,2024-01-18,13,Thu,FALSE,FALSE,Airport,1,Non-EV,Stormy,17.33,50.3,54.7,2.15,29.46,63.33,4.85,58.48,45.81,12.67,4.2
T03820,2024-01-03T00:17:12Z,2024-01-03,5,Wed,FALSE,FALSE,Suburb_South,3,EV,Rainy,7.04,29,24,1.5,12.67,19,0.84,18.16,14.36,3.8,4.1
T03821,2024-01-16T21:21:18Z,2024-01-16,2,Wed,FALSE,FALSE,Midtown,2,Non-EV,Clear,6.12,19.7,37.2,1.87,10.4,19.45,1.71,17.74,13.85,3.89,5
T03822,2024-01-27T20:51:47Z,2024-01-27,2,Sun,TRUE,FALSE,Suburb_South,3,EV,Foggy,9.6,27.8,21.2,1.36,17.27,23.49,1.15,22.34,17.64,4.7,4.6
T03823,2024-01-01T06:44:49Z,2024-01-01,12,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,9.22,22.4,40.3,1.82,15.67,28.53,2.58,25.95,20.24,5.71,3.4
T03824,2024-01-11T07:07:38Z,2024-01-11,12,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.06,3.7,45.3,1.85,3.5,6.47,0.58,5.89,4.6,1.29,3.9
T03825,2024-01-24T20:40:16Z,2024-01-24,2,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,7.71,25,35.1,1.83,13.1,23.98,2.16,21.82,17.02,4.8,3.7
T03826,2024-01-23T03:51:08Z,2024-01-23,9,Tue,FALSE,TRUE,Downtown,1,Non-EV,Clear,3.93,15.8,77.1,2.42,6.68,16.16,1.1,15.06,11.83,3.23,5
T03827,2024-01-17T14:39:59Z,2024-01-17,20,Wed,FALSE,TRUE,Airport,1,Non-EV,Clear,16.62,58.6,80.9,2.69,28.25,75.98,4.65,71.33,56.13,15.2,3.8
T03828,2024-01-04T18:42:50Z,2024-01-04,0,Fri,FALSE,FALSE,Downtown,1,EV,Clear,4.98,21.6,35.7,1.81,8.96,16.22,0.6,15.62,12.38,3.24,4.8
T03829,2024-01-05T17:42:10Z,2024-01-05,23,Fri,FALSE,FALSE,Midtown,2,EV,Foggy,1.42,4.7,24.7,1.29,2.55,3.29,0.17,3.12,2.46,0.66,4.3
T03830,2024-01-25T04:01:23Z,2024-01-25,9,Thu,FALSE,TRUE,Airport,1,Non-EV,Rainy,18.96,71.2,78.6,2.59,32.24,83.49,5.31,78.18,61.48,16.7,3.3
T03831,2024-01-04T19:57:20Z,2024-01-04,1,Fri,FALSE,FALSE,Airport,1,EV,Clear,20.2,60.3,36.9,1.67,36.36,60.73,2.42,58.31,46.16,12.15,3.8
T03832,2024-01-26T16:46:36Z,2024-01-26,22,Fri,FALSE,FALSE,Downtown,1,Non-EV,Foggy,1,6.5,51.9,1.92,1.7,3.26,0.28,2.98,2.33,0.65,4
T03833,2024-01-08T02:54:51Z,2024-01-08,8,Mon,FALSE,TRUE,Downtown,1,Non-EV,Clear,3.64,13.3,73.8,2.51,6.18,15.52,1.02,14.5,11.4,3.1,4.8
T03834,2024-01-03T00:54:02Z,2024-01-03,6,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,16.47,55.4,37.4,1.74,28,48.73,4.61,44.12,34.37,9.75,3.9
T03835,2024-01-02T11:16:46Z,2024-01-02,16,Tue,FALSE,FALSE,Airport,1,Non-EV,Rainy,19.16,64.8,34.4,1.66,32.58,54.08,5.37,48.71,37.89,10.82,4.6
